tpeak,amp,ed_s,fall
1326.673622,1.005978217,2.914412432,0.005206632
1326.697233,1.004657899,4.032252113,0.009663219
1326.812511,1.001394072,1.259530273,0.01
1327.213899,1.001393527,1.288420766,0.009902118
1327.438898,1.00184138,0.92760369,0.005445546
1327.469454,1.001628252,1.482845669,0.01
1327.898619,1.003727024,1.733778364,0.004763524
1328.144452,1.002592606,1.578644017,0.007027219
1328.505561,1.025047671,8.906342005,0.003450538
1328.575006,1.001352197,0.305259727,0.001889933
1328.736116,1.006134724,2.419075478,0.00416292
1329.325003,1.002295994,0.797152179,0.003207733
1329.380558,1.007363132,3.703628913,0.005008688
1329.433335,1.002266753,1.015760766,0.004586144
1330.124999,1.003645064,2.992441543,0.00849067
1330.804162,1.002569083,2.145215535,0.01
1330.909717,1.00110632,1.01083375,0.01
1331.398602,1.001772338,1.37993528,0.008686074
1331.8236,1.003271293,1.939385131,0.006211566
1332.344429,1.002700248,1.341234613,0.005276776
1332.624983,1.003752187,1.324052612,0.003564721
1333.020813,1.001777059,0.886578933,0.004972263
1333.173589,1.001469526,1.300581675,0.01
1333.89025,1.014445438,14.43669738,0.01
1334.119414,1.005451047,3.582259118,0.007047256
1334.377745,1.002038679,0.386305892,0.001400489
1334.615243,1.00149684,0.999667251,0.006591364
1335.119405,1.027679112,23.753796,0.01
1335.256903,1.002085936,1.396843651,0.007040606
1335.362458,1.03280066,14.54864024,0.004599534
1335.704121,1.007972933,5.153531034,0.007264604
1336.230504,1.002541701,1.706913419,0.0068254
1336.958273,1.007387583,4.03639899,0.00572724
1337.033272,1.005926775,3.946179884,0.006854132
1337.476323,1.002166494,1.971707934,0.01
1338.224924,1.003310296,2.06619784,0.006839974
1338.447143,1.002120925,1.273468972,0.006505412
1339.837396,1.002573149,2.04613908,0.008716659
1340.524879,1.002373138,1.832236301,0.007847369
1341.97762,1.002045036,1.249180013,0.006538594
1343.512301,1.003544323,1.66463969,0.005005498
1344.517829,1.0015399,0.599919002,0.003539173
1344.533106,1.001403326,1.054464709,0.007388413
1344.81782,1.002372587,2.06056184,0.009247522
1345.394192,1.006599401,3.229253189,0.004991067
1345.526133,1.004221411,2.448046411,0.005984059
1346.038618,1.002863744,1.762510541,0.006947692
1346.191391,1.004962137,4.483739682,0.009788149
1346.520548,1.013080008,7.42124996,0.00572606
1349.453788,1.003227075,1.706220694,0.005710151
1349.821832,1.002528627,2.328224443,0.01
1350.017659,1.007139919,6.774930722,0.01
1350.146821,1.013980377,5.231023501,0.003611366
1350.295427,1.005777827,3.607634213,0.006432467
1352.352301,1.005106677,1.44704979,0.002610403
